Enjoyed1, Fit1, Relaxed1, Rested1, Sated1, Money1, Enjoyed2, Fit2, Relaxed2, Rested2, Sated2, Money2
0.9361992,0.7734801,1,0.9153411,0.9477072,865,0.4683414,0.8875728,0.5750569,0.5750569,0.7591244,175
0.9361992,0.7734801,1,0.9153411,0.9477072,865,0.4683414,0.8875728,0.5750569,0.5750569,0.7591244,175
0.9361992,0.7734801,1,0.9153411,0.9477072,865,0.4683414,0.8875728,0.5750569,0.5750569,0.7591244,175
0.9361992,0.7734801,1,0.9153411,0.9477072,865,1,0.7833346,0.8674388,0.5571737,0.6548861,175
0.9360619,0.7734515,1,1,0.8954131,865,0.999864,0.7833062,0.9673028,0.9070376,0.6026909,175
0.9360619,0.7734515,1,1,0.8954131,865,0.999864,0.7833062,0.9673028,0.9070376,0.6026909,175
0.9360619,0.7734515,1,1,0.8954131,865,0.999864,0.7833062,0.9673028,0.9070376,0.6026909,175
0.9360619,0.7734515,1,1,0.8954131,865,0.999864,0.7833062,0.9673028,0.9070376,0.6026909,175
0.9277905,0.7717285,0.9917287,0.9917287,0.9983313,865,0.9997253,0.7832773,1,1,0.5504947,175
1,0.9668425,1,0.9179446,0.8927823,865,0.9997253,0.7832773,1,1,0.5504947,175
0.9979995,0.9664258,0.9979995,0.9159441,0.8923655,865,0.9997253,0.7832773,1,1,0.5504947,175
0.8828237,0.9593867,0.782092,0.7000366,0.849063,900,0.9997253,0.7832773,1,1,0.5504947,175
0.8828237,0.9593867,0.782092,0.7000366,0.849063,900,0.9995975,0.7832507,1,1,0.4983006,175
0.8828237,0.9593867,0.782092,0.7000366,0.849063,900,0.9995975,0.7832507,1,1,0.4983006,175
0.8828237,0.9593867,0.782092,0.7000366,0.849063,900,0.9995975,0.7832507,1,1,0.4983006,175
0.7783259,0.9551837,0.5732332,0.4911779,0.8072901,935,0.9994614,0.7832223,1,1,0.4461045,175
0.7783259,0.9551837,0.5732332,0.4911779,0.8072901,935,0.9994614,0.7832223,1,1,0.4461045,175
0.7783259,0.9551837,0.5732332,0.4911779,0.8072901,935,0.9994614,0.7832223,1,1,0.4461045,175
0.7783259,0.9551837,0.5732332,0.4911779,0.8072901,935,0.9994614,0.7832223,1,1,0.4461045,175
0.7736519,0.9542099,0.6685593,0.8365041,0.7530019,935,0.783085,0.7774557,0.7836236,0.7836236,0.4027655,210
0.7736519,0.9542099,0.6685593,0.8365041,0.7530019,935,0.783085,0.7774557,0.7836236,0.7836236,0.4027655,210
0.7736519,0.9542099,0.6685593,0.8365041,0.7530019,935,0.783085,0.7774557,0.7836236,0.7836236,0.4027655,210
0.7736519,0.9542099,0.6685593,0.8365041,0.7530019,935,0.783085,0.7774557,0.7836236,0.7836236,0.4027655,210
0.662251,0.9489662,0.450436,0.6183808,0.7093381,970,0.7775971,0.7763124,0.7781357,0.7781357,0.4016222,210
0.662251,0.9489662,0.450436,0.6183808,0.7093381,970,0.9754349,0.6713792,1,0.6714907,0.8011717,195
0.662251,0.9489662,0.450436,0.6183808,0.7093381,970,0.9754349,0.6713792,1,0.6714907,0.8011717,195
0.662251,0.9489662,0.450436,0.6183808,0.7093381,970,0.9525711,0.666616,1,0.9986269,0.7430747,195
1,0.842907,0.7457581,0.6031944,0.6032789,970,0.9525711,0.666616,1,0.9986269,0.7430747,195
0.9998669,0.8428792,0.945625,0.6530613,0.55168,970,0.9525711,0.666616,1,0.9986269,0.7430747,195
0.9996027,0.8428242,1,1,0.6000532,970,0.9525711,0.666616,1,0.9986269,0.7430747,195
0.9996027,0.8428242,1,1,0.6000532,970,1,0.6665884,1,0.9451601,1,195
0.9996027,0.8428242,1,1,0.6000532,970,0.999868,0.6665609,1,1,0.9466381,195
0.9996027,0.8428242,1,1,0.6000532,970,0.999868,0.6665609,1,1,0.9466381,195
0.891745,0.837719,0.7889792,0.7889792,0.5578093,1005,0.999868,0.6665609,1,1,0.9466381,195
