Enjoyed1, Fit1, Relaxed1, Rested1, Sated1, Money1, Enjoyed2, Fit2, Relaxed2, Rested2, Sated2, Money2
0.9861404,0.9971126,1,0.9725415,0.9498334,125,0.8606308,0.9683495,0.7725075,0.7725075,0.9543134,135
0.9860091,0.9970853,0.9998687,0.9724101,1,125,0.8606308,0.9683495,0.7725075,0.7725075,0.9543134,135
0.985876,0.9970576,1,1,0.9498311,125,0.755942,0.964139,0.5632662,0.5632662,0.912464,170
0.9727343,0.9943196,0.9868584,0.9868584,0.9972885,125,0.755942,0.964139,0.5632662,0.5632662,0.912464,170
0.9592924,0.9905118,0.9734164,0.963343,0.9844148,115,0.755942,0.964139,0.5632662,0.5632662,0.912464,170
1,1,1,0.9097329,0.8836628,115,0.755942,0.964139,0.5632662,0.5632662,0.912464,170
0.9923145,0.9963959,0.9923145,0.8820169,0.8620312,95,0.7423931,0.9613166,0.6497173,0.8997172,0.8561387,170
0.9749032,0.9927686,0.9749032,0.8646056,0.858404,95,0.7423931,0.9613166,0.6497173,0.8997172,0.8561387,170
0.963404,0.9903727,1,1,0.9056421,95,0.7423931,0.9613166,0.6497173,0.8997172,0.8561387,170
0.963404,0.9903727,1,1,0.9056421,95,0.7423931,0.9613166,0.6497173,0.8997172,0.8561387,170
0.963404,0.9903727,1,1,0.9056421,95,0.6215942,0.9542083,0.4216422,0.6716422,0.810411,205
0.963404,0.9903727,1,1,0.9056421,95,0.6215942,0.9542083,0.4216422,0.6716422,0.810411,205
0.9631357,0.9903168,0.9997317,0.9997317,1,95,0.6215942,0.9542083,0.4216422,0.6716422,0.810411,205
0.9508474,0.9877569,0.9874434,0.9874434,1,95,0.6215942,0.9542083,0.4216422,0.6716422,0.810411,205
0.9366609,0.9848014,0.9732569,0.9732569,0.999611,95,0.6161174,0.9530672,0.4161653,0.6661654,0.8092699,205
0.9191279,0.9811486,0.9557239,0.9557239,0.9985198,95,0.6080987,0.9513966,0.5081465,1,0.7526808,205
0.9016014,0.9774973,1,1,0.9464532,95,0.6080987,0.9513966,0.5081465,1,0.7526808,205
0.9016014,0.9774973,1,1,0.9464532,95,0.6080987,0.9513966,0.5081465,1,0.7526808,205
0.9016014,0.9774973,1,1,0.9464532,95,0.6080987,0.9513966,0.5081465,1,0.7526808,205
0.9016014,0.9774973,1,1,0.9464532,95,0.5842727,0.9464326,0.4843203,0.9761741,0.7477168,205
0.8967671,0.9764901,0.9951656,0.9951656,0.9454459,95,0.7688804,0.943226,0.5189282,0.9059711,1,205
1,1,1,0.9365835,0.8436581,95,1,0.8395711,0.8187815,0.8954619,0.8963451,205
0.9864468,0.9971765,0.9864468,0.9230303,0.9408346,95,0.9997391,0.8395167,0.9185206,1,0.9446859,205
0.9861819,0.9971213,1,0.9727654,0.9498341,95,0.9997391,0.8395167,0.9185206,1,0.9446859,205
0.9859096,0.9970645,1,1,0.9498313,95,0.9997391,0.8395167,0.9185206,1,0.9446859,205
0.985773,0.997036,0.9998633,0.9998633,1,95,0.9997391,0.8395167,0.9185206,1,0.9446859,205
0.9633965,0.991367,0.9774869,0.9674137,0.9852651,85,0.9996073,0.8394893,0.9183888,0.9998683,1,205
1,1,1,0.909722,0.8836625,85,0.9870981,0.8368831,0.9058796,0.987359,1,205
0.9923623,0.9974074,0.9923623,0.892069,0.8720562,75,0.9727585,0.8338956,0.89154,0.9730194,0.9995818,205
0.9888989,0.9956842,0.9888989,0.87859,0.861319,65,0.955243,0.8302466,0.8740245,0.9555039,0.9984958,205
0.964798,0.9906633,0.964798,0.8544892,0.8562981,65,0.9391574,0.8268955,0.8579389,0.9394184,0.9977102,205
0.9633262,0.9903567,1,1,0.9056247,65,0.9378171,0.8266162,0.9565986,1,0.9456971,205
0.9633262,0.9903567,1,1,0.9056247,65,0.9378171,0.8266162,0.9565986,1,0.9456971,205
0.9633262,0.9903567,1,1,0.9056247,65,0.9378171,0.8266162,0.9565986,1,0.9456971,205
0.9633262,0.9903567,1,1,0.9056247,65,0.9376803,0.8265877,0.9564618,0.9998632,1,205
0.958637,0.9893797,0.9953108,0.9953108,0.9990781,65,0.9250616,0.8239589,0.9438431,0.9872445,0.9999427,205
0.9411276,0.9857318,0.9778014,0.9778014,0.9979951,65,0.9075545,0.8203117,0.9263361,0.9697374,0.9988596,205
0.9261081,0.9826029,0.9627819,0.9627819,1,65,0.9007211,0.8188882,1,1,0.945625,205
0.9138107,0.9800408,0.9504845,0.9504845,1,65,0.9007211,0.8188882,1,1,0.945625,205
0.8980067,0.9767485,0.9346805,0.9346805,0.9992757,65,0.9007211,0.8188882,1,1,0.945625,205
1,0.9749097,0.9758554,0.8756045,1,65,0.9007211,0.8188882,1,1,0.945625,205
0.999867,0.974882,1,1,0.9497211,65,0.8868056,0.8159892,0.9860845,0.9860845,0.9971277,205
0.999867,0.974882,1,1,0.9497211,65,0.9748886,1,1,0.9239164,0.7936404,205
0.999867,0.974882,1,1,0.9497211,65,0.9613869,0.9971869,0.9864982,0.9104146,0.8908274,205
0.999867,0.974882,1,1,0.9497211,65,0.9518319,0.9951949,0.9769433,0.9008597,0.9888354,205
0.9874019,0.9722849,1,1,0.947154,65,1,1,1,0.8466971,0.8879676,205
0.9874019,0.9722849,1,1,0.947154,65,0.9867527,0.9962373,0.9867527,0.8234233,0.8751811,195
0.9874019,0.9722849,1,1,0.947154,65,0.9864791,0.9941749,0.9864791,0.8030959,0.8550702,175
